Date,Auto_YoY,Momentum_3M,Repo_Change3M,Composite_Signal
2020-11-30,-0.8203002829842776,-0.04360823941966988,-0.09628129853252787,-1.4829229362423606
2020-12-31,-0.830624192086534,-0.026205994140768334,0.01129932778605447,-1.0329530206480144
2021-01-31,-0.8395031198368581,0.027312125008425805,-0.018837702545031476,-0.49735122817262045
2021-02-28,-0.8194159826362979,0.053150324976935205,-0.002504529620722451,-0.1388119444485462
2021-03-31,-0.8292796202638113,0.044089061868403,0.053143562424646795,-0.11922016325325498
2021-04-30,-0.7469017261014224,0.018545838013352058,-0.1713480160930274,-0.8706089092946199
2021-05-31,-0.5709888593297439,-0.018969708884173014,-0.06239684973604742,-0.8574055096015215
2021-06-30,-0.4034185027192635,-0.0361812275470234,0.09499603655314015,-0.5015398545941862
2021-07-31,-0.19645979414892656,-0.05958068488118468,0.04048329308528231,-0.6880016797371052
2021-08-31,-0.10104843378143691,-0.009591878876203311,-0.044787271453372135,-0.21783563591919966
2021-09-30,0.0114921030756443,0.005580883714252055,-0.1761539448408671,-0.24300523341195937
2021-10-31,-0.02497156447109916,0.026717481864482497,0.25438315882107077,1.0030133012751097
2021-11-30,0.010899515189564335,-0.026675364056879442,0.08219292973401071,0.008186845039669119
2021-12-31,0.06568270538181498,-0.005222988430486714,0.08426153879627485,0.31774167849703844
2022-01-31,0.04943950694475463,-0.02482004752959947,-0.2619179802924654,-0.7615561442657715
2022-02-28,0.06913621680580606,-0.0074857961990001725,-0.013304556572061976,0.05953666284405395
2022-03-31,0.07503641504584002,-0.03536841148275994,-0.10817944968984872,-0.4852931537537346
2022-04-30,0.1283470819180379,-0.00202173905913971,0.08017466327196665,0.4099938913411767
2022-05-31,0.08158730158730165,-0.006989486681721449,-0.11750952696707007,-0.17350444609209947
2022-06-30,-0.008673858023932945,-0.011742247063867057,0.13507659556038742,0.28791336212700086
2022-07-31,-0.06287854995737807,-0.01866032583383234,0.05447602583405864,-0.043007221822723984
2022-08-31,-0.08032818164472433,-0.0030080423655108276,0.042754732280088525,0.09116684405062263
2022-09-30,-0.007725022086166877,0.01777778107624884,-0.028042658228485173,0.2355478241684
2022-10-31,0.01175389292468676,0.023288683177556113,-0.16696523253454387,-0.016176000519891282
2022-11-30,0.01978712025807794,0.00557778377403309,-0.12829588371276124,-0.11880604417364138
2022-12-31,0.0236453810219579,-0.0015765226988053444,0.004338498860288809,0.12303583403044067
2023-01-31,0.04928078985445561,-0.017825395124067552,0.12597350041030264,0.25600100946419535
2023-02-28,0.02601530311948208,-0.013245912921727181,0.21262890295977144,0.49397869709806325
2023-03-31,-0.0023312810090262426,-0.02075266485601578,0.19437530735994102,0.3337672232603131
2023-04-30,-0.0256074437515883,-0.03831636743194455,0.07778059916178925,-0.17478949814948572
2023-05-31,0.004774483905684468,-0.029366712368706308,-0.15478536623362693,-0.6016939981854968
2023-06-30,0.10326194725361892,-0.022510623271436436,-0.12661284867680944,-0.3520747574617045
2023-07-31,0.14228605625374025,-0.02090921901534257,-0.2260386897501938,-0.5331779935561105
2023-08-31,0.15389004149377583,-0.016153283794142215,0.04512376206294544,0.18880451439330304
2023-09-30,0.1248317700892394,-0.024578574263725218,-0.11852578934204772,-0.33396940360993677
2023-10-31,0.11921316515845004,0.003457154782311175,0.3029250132160888,1.0018041597671952
2023-11-30,0.026609601786378834,0.007895626559840553,-0.028317021723372804,0.15655094290833857
2023-12-31,0.04406738772063856,0.025166981145518103,-0.07581969333343874,0.2592846521105476
2024-01-31,0.08991726151849444,0.0432912359579708,-0.18117952460748032,0.26163224696467435
2024-02-29,0.03332950894905928,0.010559296249117637,0.008127653568632986,0.2823177727677603
2024-03-31,0.0872778110645096,0.015115275089453276,0.19530744607655226,0.8431664460103271
2024-04-30,0.021345316669007186,-0.015288237835273624,-0.09814789839379845,-0.28516776572710184
2024-05-31,0.024265321622621627,-0.00922109331574411,-0.048399036604899415,-0.09193699844748636
2024-06-30,0.04070995281959111,-0.025574281748110186,-0.15644559668509395,-0.5245591550545631
2024-07-31,0.04958192753410584,-0.019353322434561174,0.05818990576711158,0.07494136499352293
2024-08-31,0.1032049265069448,-0.003903947577700722,0.3077000706228086,0.9117357334979411
2024-09-30,-0.021867982181644097,-0.013675617178016406,0.13872408516701906,0.2606880934243242
2024-10-31,-0.028579901976087174,0.006530699806676257,0.05855836920774937,0.29325184314323977
